AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A679594,Cocoa,2014-07-02 13:18:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A690327,Rusty,2014-10-22 15:08:00,Transfer,Partner,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Orange Tabby
A701556,Fisk,2015-09-29 07:37:00,Return_to_owner,,Dog,Neutered Male,6 years,Pit Bull Mix,Blue
A676913,,2014-04-17 11:16:00,Transfer,Partner,Cat,Intact Female,3 days,Domestic Longhair Mix,Calico/White
A706874,Maya,2015-10-27 15:58:00,Adoption,Foster,Dog,Spayed Female,2 years,Australian Shepherd/Border Collie,Blue Merle/White
A700908,,2015-04-21 12:00:00,Transfer,Partner,Cat,Intact Male,2 days,Domestic Shorthair Mix,Orange Tabby
A712951,Pontiac,2015-10-13 13:49:00,Transfer,Partner,Dog,Neutered Male,2 years,Queensland Heeler Mix,Black/Brown
A680529,,2014-06-04 09:05:00,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A660027,Pinto,2014-08-21 14:19:00,Transfer,Partner,Dog,Neutered Male,2 years,Pointer Mix,Brown Brindle/White
A681867,,2014-06-25 18:03:00,Adoption,,Dog,Spayed Female,2 months,Australian Kelpie Mix,Yellow Brindle/White
A668585,Roscoe,2013-12-17 18:28:00,Return_to_owner,,Dog,Neutered Male,2 years,Cardigan Welsh Corgi/Australian Cattle Dog,Tan/Brown
A720532,Ellie,2016-02-21 15:52:00,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Tortie
A670018,Yeti,2014-05-21 13:23:00,Adoption,Foster,Dog,Neutered Male,4 years,Great Pyrenees Mix,White/Brown
A667891,,2013-12-04 12:43:00,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White
A637456,Kramer,2014-05-03 15:26:00,Adoption,,Dog,Neutered Male,4 years,Boxer Mix,Brown/Black
A667138,Angel,2013-11-22 14:18:00,Return_to_owner,,Cat,Neutered Male,11 years,Domestic Medium Hair Mix,White
A702582,,2015-05-16 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Longhair Mix,Blue
A687885,,2014-09-14 09:00:00,Transfer,SCRP,Cat,Intact Female,6 months,Domestic Medium Hair Mix,Silver Tabby
A664264,Mason,2013-10-14 12:25:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A700184,Loretta,2015-04-15 13:36:00,Transfer,Partner,Dog,Spayed Female,2 years,Harrier Mix,Tricolor
A718619,Marylyn,2016-01-04 11:47:00,Return_to_owner,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Yellow
A710078,,2015-08-18 09:00:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black/White
A669909,,2014-02-10 17:17:00,Transfer,Partner,Dog,Intact Female,1 month,Pit Bull Mix,White/Black
A690407,Jaws,2014-10-22 18:00:00,Return_to_owner,,Dog,Neutered Male,2 months,Pit Bull Mix,Brown Brindle/White
A690103,Kinki,2014-10-20 17:36:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A687357,Chance,2014-09-07 19:24:00,Adoption,,Dog,Neutered Male,10 months,Labrador Retriever Mix,Chocolate/Tan
A669149,Hercules,2013-12-18 17:36:00,Return_to_owner,,Cat,Neutered Male,11 years,Siamese Mix,Lynx Point/White
A707062,Hercules,2015-07-17 14:55:00,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red Merle
A697161,Bandit,2015-05-22 15:26:00,Adoption,Foster,Dog,Intact Male,3 months,Great Pyrenees Mix,Sable/White
A717116,Lucky,2016-01-16 11:57:00,Return_to_owner,,Dog,Neutered Male,2 years,German Shepherd Mix,Tan
A706932,Kahleesi,2015-07-06 11:28:00,Return_to_owner,,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Tortie
A669860,Pepper,2014-01-01 18:29:00,Return_to_owner,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A661919,Micro,2013-11-13 10:37:00,Adoption,Offsite,Cat,Neutered Male,3 months,Siamese Mix,Lynx Point
A704167,Louisa,2015-07-07 19:07:00,Adoption,,Cat,Spayed Female,2 months,Snowshoe Mix,Calico Point
A662755,Ranger,2013-10-27 11:26:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A677574,Tuna,2014-07-13 07:59:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
A688955,Willow,2014-09-28 17:35:00,Return_to_owner,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Red/White
A705498,,2015-06-18 13:44:00,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,White/Blue
A695275,Mars,2015-01-29 16:11:00,Transfer,Partner,Dog,Intact Female,1 year,Queensland Heeler Mix,Blue Tick/Black
A689469,,2014-10-05 09:00:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A702909,,2015-05-19 15:38:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby
A719488,,2016-01-24 15:30:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A677903,Leon,2014-06-29 17:00:00,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby
A704067,Pancho,2015-06-07 18:03:00,Return_to_owner,,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Gray/Cream
A676635,,2014-04-21 09:54:00,Adoption,Offsite,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
A682980,,2014-07-08 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
A705793,Luis,2015-06-30 12:49:00,Died,In Kennel,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A700210,,2015-04-16 11:22:00,Adoption,,Dog,Neutered Male,3 years,Australian Terrier Mix,Brown
A666664,Beau,2013-11-22 17:33:00,Transfer,Partner,Dog,Intact Male,8 years,Chihuahua Shorthair Mix,Red/Cream
A693904,Caid,2014-12-18 18:36:00,Return_to_owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A678812,,2014-05-13 13:23:00,Transfer,Partner,Cat,Intact Female,4 days,Domestic Shorthair Mix,Tortie
A702650,Beauty,2015-07-18 20:16:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A712245,,2015-09-21 15:57:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A508027,Sasha,2016-02-03 15:34:00,Euthanasia,Suffering,Dog,Intact Female,9 years,Rottweiler,Black
A701217,Manchas,2015-04-28 18:31:00,Return_to_owner,,Dog,Spayed Female,10 months,Australian Cattle Dog Mix,Blue Tick
A680139,,2014-05-31 11:21:00,Transfer,Partner,Dog,Intact Male,2 days,Labrador Retriever Mix,Brown/White
A644510,Sun,2014-09-11 12:17:00,Return_to_owner,,Dog,Spayed Female,5 years,Chinese Sharpei Mix,Tan
A665923,Willow,2013-11-04 15:00:00,Return_to_owner,,Dog,Spayed Female,1 year,German Shepherd/Labrador Retriever,Red
A710189,Bear,2015-11-13 13:15:00,Return_to_owner,,Dog,Neutered Male,4 years,American Bulldog Mix,Black/White
A663911,Brian,2013-10-15 13:13:00,Transfer,Partner,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue
A710607,Cha Cha,2015-10-11 14:22:00,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Blue
A676997,,2014-04-18 10:36:00,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Brown Tabby
A668822,,2013-12-10 11:51:00,Euthanasia,Suffering,Cat,Unknown,5 months,Domestic Shorthair Mix,Black
A704078,,2015-06-01 13:46:00,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Blue Tabby/White
A677320,Charm,2014-08-30 12:22:00,Adoption,,Dog,Spayed Female,6 years,Pit Bull Mix,White/Blue
A603485,P. Pistol,2014-08-06 18:28:00,Transfer,Partner,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black/Tan
A709376,Carmelo,2015-08-18 11:54:00,Return_to_owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White
A715058,Leo,2015-11-01 15:05:00,Return_to_owner,,Dog,Neutered Male,1 year,Schipperke Mix,Black
A686699,,2014-08-29 18:54:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A718501,Hank Cowdog,2016-02-18 18:08:00,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Black/White
A713172,Boscoe,2015-12-21 15:00:00,Transfer,Partner,Dog,Neutered Male,6 years,Labrador Retriever Mix,Black/White
A667795,Blue,2013-12-16 19:17:00,Adoption,,Dog,Neutered Male,9 months,Pit Bull Mix,White/Black
A711947,Buckey,2015-09-15 17:10:00,Return_to_owner,,Dog,Neutered Male,1 year,Siberian Husky Mix,White/Brown
A671432,Polly,2014-03-08 17:42:00,Adoption,Foster,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Black/Brown
A707813,,2015-07-19 09:00:00,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Black
A667625,Margaret,2014-01-04 12:07:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A677640,,2014-05-01 17:21:00,Adoption,,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Black/Tan
A708877,Lisbeth,2015-10-09 12:45:00,Adoption,Foster,Dog,Spayed Female,2 months,Catahoula Mix,Blue Merle/White
A681376,,2014-06-15 17:55:00,Transfer,Partner,Cat,Intact Male,1 day,Domestic Shorthair Mix,Black
A711369,,2015-09-05 18:44:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White
A698069,Ophelia,2015-03-20 11:03:00,Transfer,Partner,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Brown Tabby
A720803,Poptart,2016-02-21 16:24:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A704498,,2015-06-05 16:05:00,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Plott Hound,White/Buff
A687725,Fern,2014-09-18 15:20:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby/White
A674589,,2014-03-16 14:29:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A687457,Leo,2014-09-05 11:19:00,Return_to_owner,,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Black
A664217,,2013-10-01 16:11:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby/White
A676890,Charlie,2014-05-28 11:22:00,Return_to_owner,,Dog,Neutered Male,4 years,Labrador Retriever Mix,Brown/White
A655702,Izzy,2013-10-11 11:29:00,Transfer,Partner,Dog,Spayed Female,2 years,Labrador Retriever/Rottweiler,Black
A665309,Helio,2013-11-16 13:55:00,Transfer,Partner,Dog,Neutered Male,5 years,Australian Shepherd Mix,White/Orange
A703804,Beth,2015-08-26 17:33:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A693269,Denver,2015-01-30 19:11:00,Adoption,Foster,Dog,Neutered Male,1 month,Beagle/German Shepherd,Brown/Black
A701599,Apollo,2015-05-02 11:27:00,Return_to_owner,,Dog,Neutered Male,3 years,German Shepherd Mix,Black/Brown
A707912,Sandy,2015-07-23 16:39:00,Return_to_owner,,Dog,Spayed Female,8 years,Chihuahua Longhair Mix,Brown/White
A688045,Hank,2014-09-20 15:01:00,Adoption,,Dog,Neutered Male,2 years,Siberian Husky/German Shepherd,Brown
A690102,Marigold,2014-12-27 16:41:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A691859,,2014-11-11 09:54:00,Euthanasia,Suffering,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black/White
A686128,Huey,2014-08-30 14:03:00,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
A667273,Jonathon,2013-11-20 19:11:00,Transfer,SCRP,Cat,Intact Male,2 years,Russian Blue Mix,Blue
A720853,Friday,2016-02-16 12:57:00,Return_to_owner,,Dog,Spayed Female,10 years,Labrador Retriever Mix,Black/White
A678293,,2014-05-08 11:57:00,Euthanasia,Suffering,Dog,Intact Male,6 years,Beauceron Mix,Black/Tan
A705265,,2015-06-23 13:39:00,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Cream Tabby
A685602,,2014-08-10 09:00:00,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A685816,,2014-08-13 14:08:00,Euthanasia,Suffering,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Tortie
A680002,Nala,2015-07-26 16:51:00,Return_to_owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White
A676590,Kelly,2014-06-28 13:55:00,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A709309,Noah,2015-10-03 12:28:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange
A702410,Miley,2015-08-24 19:54:00,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Orange Tabby
A702574,Macie,2015-05-19 17:33:00,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever Mix,Brown/White
A685616,Squirt,2014-08-09 18:53:00,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Brown
A704864,Artie,2015-09-02 15:21:00,Euthanasia,Suffering,Cat,Neutered Male,4 months,Domestic Longhair Mix,Black
A694643,Freyja,2015-01-08 17:22:00,Return_to_owner,,Dog,Spayed Female,4 years,German Shepherd,Black/Brown
A699029,Shadow,2015-06-04 11:17:00,Return_to_owner,,Dog,Intact Female,3 years,German Shepherd,Black
A675651,,2014-04-02 17:25:00,Transfer,Partner,Dog,Intact Female,4 years,Chihuahua Shorthair/Dachshund Wirehair,Brown Brindle
A675605,Bartholomew,2014-04-12 17:54:00,Adoption,,Dog,Neutered Male,1 year,American Staffordshire Terrier Mix,Brown Brindle/White
A675324,Alejo,2014-05-26 15:08:00,Return_to_owner,,Dog,Neutered Male,1 year,Great Pyrenees Mix,Cream/Black
A695396,Calvin,2015-01-19 18:29:00,Return_to_owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby/White
A721087,Bernard,2016-02-21 11:30:00,Return_to_owner,,Dog,Neutered Male,3 years,Norfolk Terrier Mix,Brown/White
A707523,,2015-07-18 12:16:00,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown
A671292,Silver,2014-03-23 18:33:00,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby
A717998,Gidget,2016-01-18 16:01:00,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
A707773,,2015-07-17 15:49:00,Transfer,Partner,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,White/Brown
A703795,Trax,2015-05-31 08:41:00,Euthanasia,Rabies Risk,Cat,Neutered Male,14 years,Domestic Medium Hair Mix,Brown Tabby/White
A718086,,2015-12-27 17:27:00,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby
A678741,,2014-05-12 15:57:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A712796,,2015-09-29 09:00:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby
A698398,Tuco,2015-03-18 17:26:00,Adoption,,Dog,Neutered Male,2 years,Boxer Mix,White/Black
A665606,Pavlov,2013-10-20 14:42:00,Return_to_owner,,Dog,Neutered Male,6 years,Labrador Retriever/Pit Bull,Brown/White
A706458,Dartmouth,2015-07-18 19:20:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby
A672907,Gizzard,2014-02-18 15:19:00,Return_to_owner,,Dog,Neutered Male,5 months,Australian Cattle Dog/Labrador Retriever,Red Merle/White
A684259,Ruby,2014-07-22 09:00:00,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby
A666131,Loki,2013-12-09 18:22:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Chocolate Point
A666706,Violet,2013-11-15 15:18:00,Transfer,Partner,Cat,Intact Female,1 year,Russian Blue Mix,Blue
A703201,Wiggles,2015-05-25 16:15:00,Adoption,,Dog,Spayed Female,9 months,Catahoula,White/Black
A687016,,2014-08-31 09:00:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Calico
A709784,Max,2015-10-27 13:55:00,Transfer,Partner,Dog,Neutered Male,1 year,Miniature Pinscher Mix,Black/Tan
A683320,Smokie,2014-07-14 11:17:00,Transfer,Partner,Cat,Neutered Male,1 month,Siamese Mix,Blue Point
A708737,Maverick,2015-12-29 13:38:00,Return_to_owner,,Dog,Neutered Male,2 years,German Shepherd/Anatol Shepherd,Sable
A695211,Angus,2015-01-19 13:58:00,Adoption,,Dog,Neutered Male,4 months,Labrador Retriever Mix,Black
A710043,,2015-08-16 16:33:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby
A670205,Alice,2014-02-06 17:07:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A711008,Harriett,2015-10-13 12:56:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby
A688464,,2014-09-27 18:30:00,Adoption,,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Blue Merle
A719666,Oliver,2016-01-31 00:00:00,Transfer,Partner,Dog,Neutered Male,6 months,Miniature Pinscher,Black/Tan
A711410,,2015-09-07 14:49:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A678692,Kerra,2014-05-24 15:35:00,Return_to_owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Tan/White
A673933,Bacardi,2014-05-27 14:25:00,Adoption,,Dog,Neutered Male,3 years,Canaan Dog Mix,Brown
A674579,,2014-04-15 12:01:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair Mix,Blue
A695844,Dalton,2015-05-24 16:41:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
A710448,Rocco,2015-08-24 18:43:00,Return_to_owner,,Dog,Intact Male,6 months,Chihuahua Shorthair,Tan
A671412,Katie,2014-02-02 12:16:00,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever/Border Collie,Black/White
A664504,Matilda,2014-02-13 16:13:00,Return_to_owner,,Dog,Spayed Female,10 months,Pit Bull Mix,White/Blue
A682607,Ally,2014-08-01 19:11:00,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever Mix,Chocolate/White
A719156,,2016-01-19 17:23:00,Adoption,,Dog,Neutered Male,1 month,German Shepherd Mix,Black/Brown
A678876,,2014-05-18 17:10:00,Adoption,,Dog,Neutered Male,3 months,Rhod Ridgeback/Labrador Retriever,Tan/Black
A717015,Ramses,2015-12-28 14:36:00,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White
A675251,,2014-03-26 15:54:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Longhair Mix,Brown Tabby/White
A664462,Edgar,2013-10-07 13:06:00,Transfer,Partner,Dog,Intact Male,4 months,Leonberger Mix,Brown/White
A686210,Kya,2015-06-13 14:08:00,Adoption,Foster,Cat,Spayed Female,13 years,Pixiebob Shorthair Mix,Brown Tabby
A679174,Cali,2015-11-16 12:02:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie/White
A683090,Jenny Tyson,2014-07-11 16:54:00,Adoption,,Dog,Spayed Female,2 months,Black Mouth Cur Mix,Brown/Black
A714155,Drusilla,2015-12-13 17:57:00,Adoption,,Dog,Spayed Female,3 years,Rottweiler,Black/Brown
A532505,Anne Bonnie,2013-11-20 15:40:00,Return_to_owner,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Brown Tabby
A704300,Sasha,2015-06-14 19:16:00,Adoption,,Dog,Spayed Female,8 years,Siberian Husky Mix,White
A674345,Romeo,2014-03-16 16:13:00,Return_to_owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black
A717013,Izzy,2015-12-05 16:04:00,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
A720443,Sleepy,2016-02-13 18:27:00,Adoption,,Dog,Neutered Male,2 months,Pointer Mix,Black/White
A683210,X,2014-07-18 13:00:00,Transfer,Partner,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Tortie/White
A709441,Norah Jones,2015-09-05 16:01:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A699939,Charlie,2015-04-29 17:57:00,Adoption,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Orange Tabby
A669444,Archie,2013-12-21 17:19:00,Return_to_owner,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Black/Brown
A720577,,2016-02-16 17:43:00,Adoption,,Dog,Spayed Female,2 months,Chihuahua Longhair Mix,Tan
A678751,Panther,2014-05-30 17:00:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black
A715067,Yayo,2015-11-02 14:03:00,Return_to_owner,,Dog,Intact Male,6 months,Pit Bull Mix,Black/White
A631348,Cornelius,2014-04-02 16:23:00,Adoption,,Dog,Neutered Male,5 years,American Eskimo Mix,White
A710307,Leona,2015-09-07 16:13:00,Adoption,,Dog,Spayed Female,9 years,Leonberger Mix,Red/Black
A712843,,2015-09-29 00:00:00,Died,Enroute,Dog,Intact Male,1 year,Pit Bull/Labrador Retriever,Tan/White
A670678,Cowboy,2014-01-17 13:39:00,Adoption,,Dog,Neutered Male,2 years,Australian Shepherd,Blue Merle
A708370,Estrella,2015-07-26 18:02:00,Return_to_owner,,Dog,Spayed Female,4 years,Toy Poodle Mix,Buff
A661104,Baby,2013-11-02 19:11:00,Adoption,,Dog,Intact Female,8 years,Pit Bull Mix,Blue/White
A718313,Asner,2016-01-04 13:52:00,Return_to_owner,,Dog,Neutered Male,5 years,Rottweiler Mix,Black/Tan
A669974,Alvin,2014-01-05 17:34:00,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A679126,,2014-05-16 18:38:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White
A683139,Bobby,2014-07-12 11:44:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A704595,Rory,2015-06-12 14:05:00,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair/Dachshund,Tan/White
A686737,Zeke,2014-09-19 15:01:00,Adoption,,Dog,Neutered Male,5 months,Catahoula/Pit Bull,Brown/White
A696478,Max,2015-02-05 16:36:00,Euthanasia,Suffering,Dog,Intact Male,1 year,German Shepherd Mix,Black/Tan
A690229,Tula,2014-10-17 18:02:00,Return_to_owner,,Dog,Spayed Female,2 years,Rottweiler Mix,Black/Tan
A706106,,2015-06-24 17:50:00,Euthanasia,Suffering,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A710873,,2015-08-31 12:05:00,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Brown Tabby/White
A695978,Peter Pan,2015-02-04 16:17:00,Transfer,Partner,Dog,Intact Male,7 years,Chihuahua Shorthair Mix,Black/Tan
A684756,,2014-08-05 11:48:00,Transfer,Partner,Dog,Spayed Female,7 years,Shih Tzu,Black/White
A667130,Harley,2013-12-10 16:54:00,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby
A691152,Lydia,2014-12-09 10:05:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White
A667846,Gigi,2013-12-07 18:00:00,Transfer,Partner,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White
A705818,Cher,2015-07-02 00:00:00,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue Tabby
A713937,Fisher,2016-02-09 08:00:00,Died,In Kennel,Dog,Neutered Male,3 years,Staffordshire Mix,Black/White
A688599,,2014-09-21 13:21:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
A701149,,2015-06-25 10:27:00,Adoption,Foster,Dog,Neutered Male,2 months,Dachshund/Manchester Terrier,White
A668348,,2013-12-03 14:38:00,Transfer,Partner,Dog,Intact Male,1 month,Australian Shepherd Mix,Black/Tricolor
A682740,,2014-07-02 14:14:00,Transfer,Partner,Cat,Intact Female,4 days,Domestic Shorthair Mix,Brown Tabby
A646733,Achilles,2014-04-19 18:40:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
A710178,Louis,2015-09-18 13:25:00,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A703254,Hudson,2015-06-25 16:54:00,Adoption,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Black/White
A678090,Clementine,2014-06-04 15:09:00,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby
A696025,Gunther,2015-02-04 18:13:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
A713466,Kermit,2015-10-13 19:00:00,Adoption,,Dog,Intact Male,12 years,Chihuahua Shorthair Mix,Sable
A704207,,2015-06-02 15:53:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black Tabby
A715283,Maja,2015-11-10 00:00:00,Transfer,Partner,Dog,Neutered Male,1 year,Great Pyrenees/Labrador Retriever,White/Tan
A715528,Leah,2016-01-12 14:27:00,Adoption,,Dog,Spayed Female,1 year,Staffordshire Mix,Brown/White
A708905,Dale,2015-11-22 16:52:00,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue Tabby
A676544,,2014-04-15 16:58:00,Transfer,Partner,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Tan
A692381,,2014-12-19 16:42:00,Adoption,Foster,Dog,Neutered Male,1 month,German Shepherd/Labrador Retriever,Brown Brindle/White
A695686,Freckles,2015-05-20 13:46:00,Return_to_owner,,Dog,Spayed Female,1 year,Dalmatian Mix,White/Black
A713419,,2015-10-07 08:31:00,Transfer,Partner,Dog,Intact Female,2 months,Australian Cattle Dog Mix,Tan
A673888,,2014-03-04 13:58:00,Transfer,SCRP,Cat,Intact Male,6 years,Domestic Shorthair Mix,Brown Tabby
A676117,Leo,2014-04-16 19:05:00,Adoption,,Cat,Neutered Male,3 years,Maine Coon Mix,Brown Tabby
A675370,Easy,2014-06-07 14:08:00,Return_to_owner,,Dog,Intact Male,3 years,Cane Corso Mix,Blue/White
A686410,Nugget,2014-08-24 15:00:00,Return_to_owner,,Dog,Intact Male,2 years,Labrador Retriever Mix,Tan
A684972,Tommy,2014-09-15 17:25:00,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
A680995,,2014-06-11 09:54:00,Euthanasia,Suffering,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Black
A686794,Joey,2014-08-31 12:17:00,Transfer,Partner,Dog,Intact Male,1 year,Shih Tzu/Miniature Schnauzer,Black/White
